Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
AGNCO,"AGNC Investment Corp. Depositary Shares, each representing a 1/1,000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",$25.52,0.04,0.157%,28,295,827,498,"",,,"",""
DXCM,"DexCom, Inc. Common Stock",$73.09,0.01,0.014%,28,129,771,302,"",,,"",""
TSCO,"Tractor Supply Company Common Stock",$53.27,0.55,1.043%,28,038,733,005,"",,,"",""
WTW,"Willis Towers Watson Public Limited Company Ordinary Shares",$291.27,-10.54,-3.492%,27,888,698,509,"",,,"",""
STLD,"Steel Dynamics, Inc.",$190.87,-2.52,-1.303%,27,873,673,537,"",,,"",""
AGNCL,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",$25.11,-0.05,-0.199%,27,841,231,524,"",,,"",""
AGNCP,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",$25.08,-0.04,-0.159%,27,807,968,404,"",,,"",""
AGNCM,"AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock",$24.9918,0.0118,0.047%,27,710,174,831,"",,,"",""
ON,"ON Semiconductor Corporation Common Stock",$70.03,0.92,1.331%,27,593,257,716,"",,,"",""
NTRS,"Northern Trust Corporation Common Stock",$141.41,-3.35,-2.314%,26,743,087,150,"",,,"",""
BNTX,"BioNTech SE American Depositary Share",$110.885,0.74,0.672%,26,609,162,602,"",,,"",""
VRSK,"Verisk Analytics, Inc. Common Stock",$191.17,8.67,4.751%,26,370,350,729,"",,,"",""
GFS,"GlobalFoundries Inc. Ordinary Shares",$47.62,1.43,3.096%,26,329,708,631,"",,,"",""
DLTR,"Dollar Tree Inc. Common Stock",$131.71,-2.80,-2.082%,26,190,953,260,"",,,"",""
RPRX,"Royalty Pharma plc Class A Ordinary Shares ",$45.40,0.28,0.621%,26,189,296,586,"",,,"",""
STRK,"Strategy Inc 8.00% Series A Perpetual Strike Preferred Stock",$78.23,-1.79,-2.237%,26,109,474,347,"",,,"",""
FSLR,"First Solar, Inc. Common Stock",$243.21,1.33,0.55%,26,098,412,973,"",,,"",""
ZM,"Zoom Communications, Inc. Class A Common Stock",$87.51,-2.78,-3.079%,25,911,795,797,"",,,"",""
MDB,"MongoDB, Inc. Class A Common Stock",$312.51,-32.05,-9.302%,25,435,738,918,"",,,"",""
STRD,"Strategy Inc 10.00% Series A Perpetual Stride Preferred Stock",$75.92,-1.33,-1.722%,25,338,505,591,"",,,"",""
