Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
DHY,"Credit Suisse High Yield Credit Fund Common Stock",$1.95,0.01,0.515%,NA,"",,,"",""
EAD,"Allspring Income Opportunities Fund Common Shares",$6.84,0.01,0.146%,NA,"",,,"",""
ECF,"Ellsworth Growth and Income Fund Ltd.",$11.99,-0.15,-1.236%,NA,"",,,"",""
ECF^A,"Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share)",$21.83,0.07,0.322%,NA,"",,,"",""
EIM,"Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value",$10.02,UNCH,--,NA,"",,,"",""
ERC,"Allspring Multi-Sector Income Fund Common Stock",$9.38,0.02,0.214%,NA,"",,,"",""
ERH,"Allspring Utilities and High Income Fund Common Shares",$12.67,0.01,0.079%,NA,"",,,"",""
EVV,"Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest",$9.915,0.005,0.05%,NA,"",,,"",""
FAX,"abrdn Asia-Pacific Income Fund, Inc. Common Stock",$15.94,0.05,0.315%,NA,"",,,"",""
FCO,"abrdn Global Income Fund, Inc. Common Stock",$3.26,0.05,1.558%,NA,"",,,"",""
GGN,"GAMCO Global Gold, Natural Resources & Income Trust",$5.76,0.04,0.699%,NA,"",,,"",""
GGN^B,"GAMCO Global Gold, Natural Reources & Income Trust 5.00% Series B Cumulative 25.00 Liquidation Preference",$20.99,0.12,0.575%,NA,"",,,"",""
GLO,"Clough Global Opportunities Fund Common Stock",$6.02,-0.05,-0.824%,NA,"",,,"",""
GLQ,"Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest",$8.21,-0.05,-0.605%,NA,"",,,"",""
GLU^A,"The Gabelli Global Utility and Income Trust Series A Cumulative Puttable and Callable Preferred Shares",$57.00,UNCH,--,NA,"",,,"",""
GLU^B,"The Gabelli Global Utility and Income Trust Series B Cumulative Puttable and Callable Preferred Shares",$50.62,0.07,0.138%,NA,"",,,"",""
GPUS^D,"Hyperscale Data, Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock",$21.81,UNCH,--,NA,"",,,"",""
GRAF,"Graf Global Corp. Class A ordinary shares",$10.69,-0.03,-0.28%,NA,"",,,"",""
GRF,"Eagle Capital Growth Fund, Inc. Common Stock",$10.62,0.02,0.189%,NA,"",,,"",""
IAF,"abrdn Australia Equity Fund, Inc. Common Stock",$14.00,-0.07,-0.498%,NA,"",,,"",""
LEGT,"Legato Merger Corp. III Ordinary Shares",$11.00,0.05,0.457%,NA,"",,,"",""
NBH,"Neuberger Municipal Fund Inc. Common Stock",$10.58,0.02,0.189%,NA,"",,,"",""
NHS,"Neuberger High Yield Strategies Fund Inc. Common Stock",$7.73,0.01,0.13%,NA,"",,,"",""
NML,"Neuberger Energy Infrastructure and Income Fund Inc. Common Stock",$9.97,0.12,1.218%,NA,"",,,"",""
NRO,"Neuberger Real Estate Securities Income Fund Inc. Common Stock",$3.07,0.025,0.821%,NA,"",,,"",""
PCG^A,"Pacific Gas & Electric Co. 6% Preferred Stock",$22.68,0.1799,0.80%,NA,"",,,"",""
PCG^B,"Pacific Gas & Electric Co. 5 1/2% Preferred Stock",$21.00,-0.0372,-0.177%,NA,"",,,"",""
PCG^C,"Pacific Gas & Electric Co. 5% 1st Preferred Stock",$18.7712,-0.2288,-1.204%,NA,"",,,"",""
PCG^D,"Pacific Gas & Electric Co. 5% 1st  Red. Preferred Stock",$19.10,UNCH,--,NA,"",,,"",""
PCG^E,"Pacific Gas & Electric Co. 5% 1st A Preferred Stock",$19.23,0.13,0.681%,NA,"",,,"",""
PCG^G,"Pacific Gas & Electric Co. 4.80% 1st Preferred Stock",$18.76,UNCH,--,NA,"",,,"",""
PCG^H,"Pacific Gas & Electric Co. 4.50% 1st Preferred Stock",$17.95,UNCH,--,NA,"",,,"",""
PCG^I,"Pacific Gas & Electric Co. 4.36% 1st Preferred Stock",$17.09,-0.01,-0.058%,NA,"",,,"",""
PHXE^,"Phoenix Energy One, LLC Series A Cumulative Redeemable Preferred Shares",$23.50,0.20,0.858%,NA,"",,,"",""
PW^A,"Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock",$6.49,-0.01,-0.154%,NA,"",,,"",""
RCG,"RENN Fund, Inc Common Stock",$2.905,0.035,1.22%,NA,"",,,"",""
REED,"Reed's, Inc. Common Stock",$2.37,0.10,4.405%,NA,"",,,"",""
SACH^A,"Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock",$18.00,-0.2962,-1.619%,NA,"",,,"",""
UAC,"United Acquisition Corp. I Class A Ordinary Shares",$9.95,UNCH,--,NA,"",,,"",""
UTG,"Reaves Utility Income Fund Common Shares of Beneficial Interest",$41.80,-0.13,-0.31%,NA,"",,,"",""
VFL,"abrdn National Municipal Income Fund Common Stock",$10.40,0.01,0.096%,NA,"",,,"",""
